Name,Category,Group,MatrixID,NumRows,NumCols,Nonzeros,Symmetric,SparsityRatio,Link,ImageLink,Source,Params
wiki-Talk,large-matrices,SNAP,2291,2394385,2394385,5021410,No,0.0000008759,https://sparse.tamu.edu/SNAP/wiki-Talk,https://suitesparse-collection-website.herokuapp.com/files/SNAP/wiki-Talk.png,SuiteSparse,
cit-Patents,large-matrices,SNAP,2294,3774768,3774768,16518948,No,0.0000011593,https://sparse.tamu.edu/SNAP/cit-Patents,https://suitesparse-collection-website.herokuapp.com/files/SNAP/cit-Patents.png,SuiteSparse,
web-BerkStan,large-matrices,SNAP,2300,685230,685230,7600595,No,0.0000161873,https://sparse.tamu.edu/SNAP/web-BerkStan,https://suitesparse-collection-website.herokuapp.com/files/SNAP/web-BerkStan.png,SuiteSparse,
web-Google,large-matrices,SNAP,2301,916428,916428,5105039,No,0.0000060786,https://sparse.tamu.edu/SNAP/web-Google,https://suitesparse-collection-website.herokuapp.com/files/SNAP/web-Google.png,SuiteSparse,
web-NotreDame,large-matrices,SNAP,2302,325729,325729,1497134,No,0.0000141107,https://sparse.tamu.edu/SNAP/web-NotreDame,https://suitesparse-collection-website.herokuapp.com/files/SNAP/web-NotreDame.png,SuiteSparse,
web-Stanford,large-matrices,SNAP,2303,281903,281903,2312497,No,0.0000290992,https://sparse.tamu.edu/SNAP/web-Stanford,https://suitesparse-collection-website.herokuapp.com/files/SNAP/web-Stanford.png,SuiteSparse,
amazon0302,large-matrices,SNAP,2304,262111,262111,1234877,No,0.0000179744,https://sparse.tamu.edu/SNAP/amazon0302,https://suitesparse-collection-website.herokuapp.com/files/SNAP/amazon0302.png,SuiteSparse,
amazon0312,large-matrices,SNAP,2305,400727,400727,3200440,No,0.0000199302,https://sparse.tamu.edu/SNAP/amazon0312,https://suitesparse-collection-website.herokuapp.com/files/SNAP/amazon0312.png,SuiteSparse,
amazon0505,large-matrices,SNAP,2306,410236,410236,3356824,No,0.0000199462,https://sparse.tamu.edu/SNAP/amazon0505,https://suitesparse-collection-website.herokuapp.com/files/SNAP/amazon0505.png,SuiteSparse,
amazon0601,large-matrices,SNAP,2307,403394,403394,3387388,No,0.0000208164,https://sparse.tamu.edu/SNAP/amazon0601,https://suitesparse-collection-website.herokuapp.com/files/SNAP/amazon0601.png,SuiteSparse,
roadNet-CA,large-matrices,SNAP,2317,1971281,1971281,5533214,Yes,0.0000014239,https://sparse.tamu.edu/SNAP/roadNet-CA,https://suitesparse-collection-website.herokuapp.com/files/SNAP/roadNet-CA.png,SuiteSparse,
roadNet-PA,large-matrices,SNAP,2318,1090920,1090920,3083796,Yes,0.0000025912,https://sparse.tamu.edu/SNAP/roadNet-PA,https://suitesparse-collection-website.herokuapp.com/files/SNAP/roadNet-PA.png,SuiteSparse,
roadNet-TX,large-matrices,SNAP,2319,1393383,1393383,3843320,Yes,0.0000019795,https://sparse.tamu.edu/SNAP/roadNet-TX,https://suitesparse-collection-website.herokuapp.com/files/SNAP/roadNet-TX.png,SuiteSparse,
as-Skitter,large-matrices,SNAP,2321,1696415,1696415,22190596,Yes,0.0000077109,https://sparse.tamu.edu/SNAP/as-Skitter,https://suitesparse-collection-website.herokuapp.com/files/SNAP/as-Skitter.png,SuiteSparse,
gsm_106857,large-matrices,Dziekonski,2329,589446,589446,21758924,Yes,0.0000626252,https://sparse.tamu.edu/Dziekonski/gsm_106857,https://suitesparse-collection-website.herokuapp.com/files/Dziekonski/gsm_106857.png,SuiteSparse,
flickr,large-matrices,Gleich,2330,820878,820878,9837214,No,0.0000145987,https://sparse.tamu.edu/Gleich/flickr,https://suitesparse-collection-website.herokuapp.com/files/Gleich/flickr.png,SuiteSparse,
PR02R,large-matrices,Fluorem,2336,161070,161070,8185136,No,0.0003154980,https://sparse.tamu.edu/Fluorem/PR02R,https://suitesparse-collection-website.herokuapp.com/files/Fluorem/PR02R.png,SuiteSparse,
RM07R,large-matrices,Fluorem,2337,381689,381689,37464962,No,0.0002571615,https://sparse.tamu.edu/Fluorem/RM07R,https://suitesparse-collection-website.herokuapp.com/files/Fluorem/RM07R.png,SuiteSparse,
pdb1HYS,large-matrices,Williams,2373,36417,36417,4344765,Yes,0.0032761061,https://sparse.tamu.edu/Williams/pdb1HYS,https://suitesparse-collection-website.herokuapp.com/files/Williams/pdb1HYS.png,SuiteSparse,
consph,large-matrices,Williams,2374,83334,83334,6010480,Yes,0.0008654953,https://sparse.tamu.edu/Williams/consph,https://suitesparse-collection-website.herokuapp.com/files/Williams/consph.png,SuiteSparse,
cant,large-matrices,Williams,2375,62451,62451,4007383,Yes,0.0010275005,https://sparse.tamu.edu/Williams/cant,https://suitesparse-collection-website.herokuapp.com/files/Williams/cant.png,SuiteSparse,
mac_econ_fwd500,large-matrices,Williams,2376,206500,206500,1273389,No,0.0000298621,https://sparse.tamu.edu/Williams/mac_econ_fwd500,https://suitesparse-collection-website.herokuapp.com/files/Williams/mac_econ_fwd500.png,SuiteSparse,
mc2depi,large-matrices,Williams,2377,525825,525825,2100225,No,0.0000075960,https://sparse.tamu.edu/Williams/mc2depi,https://suitesparse-collection-website.herokuapp.com/files/Williams/mc2depi.png,SuiteSparse,
cop20k_A,large-matrices,Williams,2378,121192,121192,2624331,Yes,0.0001786778,https://sparse.tamu.edu/Williams/cop20k_A,https://suitesparse-collection-website.herokuapp.com/files/Williams/cop20k_A.png,SuiteSparse,
webbase-1M,large-matrices,Williams,2379,1000005,1000005,3105536,No,0.0000031055,https://sparse.tamu.edu/Williams/webbase-1M,https://suitesparse-collection-website.herokuapp.com/files/Williams/webbase-1M.png,SuiteSparse,
FullChip,large-matrices,Freescale,2380,2987012,2987012,26621983,No,0.0000029838,https://sparse.tamu.edu/Freescale/FullChip,https://suitesparse-collection-website.herokuapp.com/files/Freescale/FullChip.png,SuiteSparse,
EternityII_E,large-matrices,Dattorro,2381,11077,262144,1503732,No,0.0005178552,https://sparse.tamu.edu/Dattorro/EternityII_E,https://suitesparse-collection-website.herokuapp.com/files/Dattorro/EternityII_E.png,SuiteSparse,
EternityII_Etilde,large-matrices,Dattorro,2382,10054,204304,1170516,No,0.0005698514,https://sparse.tamu.edu/Dattorro/EternityII_Etilde,https://suitesparse-collection-website.herokuapp.com/files/Dattorro/EternityII_Etilde.png,SuiteSparse,
dielFilterV2clx,large-matrices,Dziekonski,2385,607232,607232,25309272,Yes,0.0000686389,https://sparse.tamu.edu/Dziekonski/dielFilterV2clx,https://suitesparse-collection-website.herokuapp.com/files/Dziekonski/dielFilterV2clx.png,SuiteSparse,
dielFilterV2real,large-matrices,Dziekonski,2386,1157456,1157456,48538952,Yes,0.0000362311,https://sparse.tamu.edu/Dziekonski/dielFilterV2real,https://suitesparse-collection-website.herokuapp.com/files/Dziekonski/dielFilterV2real.png,SuiteSparse,
dielFilterV3clx,large-matrices,Dziekonski,2387,420408,420408,32886208,Yes,0.0001860681,https://sparse.tamu.edu/Dziekonski/dielFilterV3clx,https://suitesparse-collection-website.herokuapp.com/files/Dziekonski/dielFilterV3clx.png,SuiteSparse,
dielFilterV3real,large-matrices,Dziekonski,2388,1102824,1102824,89306020,Yes,0.0000734291,https://sparse.tamu.edu/Dziekonski/dielFilterV3real,https://suitesparse-collection-website.herokuapp.com/files/Dziekonski/dielFilterV3real.png,SuiteSparse,
wave,large-matrices,AG-Monien,2427,156317,156317,2118662,Yes,0.0000867060,https://sparse.tamu.edu/AG-Monien/wave,https://suitesparse-collection-website.herokuapp.com/files/AG-Monien/wave.png,SuiteSparse,
debr,large-matrices,AG-Monien,2439,1048576,1048576,4194298,Yes,0.0000038147,https://sparse.tamu.edu/AG-Monien/debr,https://suitesparse-collection-website.herokuapp.com/files/AG-Monien/debr.png,SuiteSparse,
cnr-2000,large-matrices,LAW,2441,325557,325557,3216152,No,0.0000303447,https://sparse.tamu.edu/LAW/cnr-2000,https://suitesparse-collection-website.herokuapp.com/files/LAW/cnr-2000.png,SuiteSparse,
in-2004,large-matrices,LAW,2442,1382908,1382908,16917053,No,0.0000088458,https://sparse.tamu.edu/LAW/in-2004,https://suitesparse-collection-website.herokuapp.com/files/LAW/in-2004.png,SuiteSparse,
eu-2005,large-matrices,LAW,2443,862664,862664,19235140,No,0.0000258471,https://sparse.tamu.edu/LAW/eu-2005,https://suitesparse-collection-website.herokuapp.com/files/LAW/eu-2005.png,SuiteSparse,
amazon-2008,large-matrices,LAW,2445,735323,735323,5158388,No,0.0000095402,https://sparse.tamu.edu/LAW/amazon-2008,https://suitesparse-collection-website.herokuapp.com/files/LAW/amazon-2008.png,SuiteSparse,
ljournal-2008,large-matrices,LAW,2446,5363260,5363260,79023142,No,0.0000027472,https://sparse.tamu.edu/LAW/ljournal-2008,https://suitesparse-collection-website.herokuapp.com/files/LAW/ljournal-2008.png,SuiteSparse,
dblp-2010,large-matrices,LAW,2448,326186,326186,1615400,Yes,0.0000151827,https://sparse.tamu.edu/LAW/dblp-2010,https://suitesparse-collection-website.herokuapp.com/files/LAW/dblp-2010.png,SuiteSparse,
caidaRouterLevel,large-matrices,DIMACS10,2456,192244,192244,1218132,Yes,0.0000329601,https://sparse.tamu.edu/DIMACS10/caidaRouterLevel,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/caidaRouterLevel.png,SuiteSparse,
road_central,large-matrices,DIMACS10,2458,14081816,14081816,33866826,Yes,0.0000001708,https://sparse.tamu.edu/DIMACS10/road_central,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/road_central.png,SuiteSparse,
road_usa,large-matrices,DIMACS10,2459,23947347,23947347,57708624,Yes,0.0000001006,https://sparse.tamu.edu/DIMACS10/road_usa,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/road_usa.png,SuiteSparse,
citationCiteseer,large-matrices,DIMACS10,2460,268495,268495,2313294,Yes,0.0000320892,https://sparse.tamu.edu/DIMACS10/citationCiteseer,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/citationCiteseer.png,SuiteSparse,
coAuthorsCiteseer,large-matrices,DIMACS10,2461,227320,227320,1628268,Yes,0.0000315102,https://sparse.tamu.edu/DIMACS10/coAuthorsCiteseer,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/coAuthorsCiteseer.png,SuiteSparse,
coAuthorsDBLP,large-matrices,DIMACS10,2462,299067,299067,1955352,Yes,0.0000218619,https://sparse.tamu.edu/DIMACS10/coAuthorsDBLP,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/coAuthorsDBLP.png,SuiteSparse,
coPapersCiteseer,large-matrices,DIMACS10,2463,434102,434102,32073440,Yes,0.0001702009,https://sparse.tamu.edu/DIMACS10/coPapersCiteseer,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/coPapersCiteseer.png,SuiteSparse,
coPapersDBLP,large-matrices,DIMACS10,2464,540486,540486,30491458,Yes,0.0001043781,https://sparse.tamu.edu/DIMACS10/coPapersDBLP,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/coPapersDBLP.png,SuiteSparse,
delaunay_n18,large-matrices,DIMACS10,2473,262144,262144,1572792,Yes,0.0000228871,https://sparse.tamu.edu/DIMACS10/delaunay_n18,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/delaunay_n18.png,SuiteSparse,
delaunay_n19,large-matrices,DIMACS10,2474,524288,524288,3145646,Yes,0.0000114438,https://sparse.tamu.edu/DIMACS10/delaunay_n19,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/delaunay_n19.png,SuiteSparse,
delaunay_n20,large-matrices,DIMACS10,2475,1048576,1048576,6291372,Yes,0.0000057220,https://sparse.tamu.edu/DIMACS10/delaunay_n20,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/delaunay_n20.png,SuiteSparse,
delaunay_n21,large-matrices,DIMACS10,2476,2097152,2097152,12582816,Yes,0.0000028610,https://sparse.tamu.edu/DIMACS10/delaunay_n21,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/delaunay_n21.png,SuiteSparse,
delaunay_n22,large-matrices,DIMACS10,2477,4194304,4194304,25165738,Yes,0.0000014305,https://sparse.tamu.edu/DIMACS10/delaunay_n22,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/delaunay_n22.png,SuiteSparse,
delaunay_n23,large-matrices,DIMACS10,2478,8388608,8388608,50331568,Yes,0.0000007153,https://sparse.tamu.edu/DIMACS10/delaunay_n23,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/delaunay_n23.png,SuiteSparse,
hugebubbles-00000,large-matrices,DIMACS10,2480,18318143,18318143,54940162,Yes,0.0000001637,https://sparse.tamu.edu/DIMACS10/hugebubbles-00000,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugebubbles-00000.png,SuiteSparse,
hugebubbles-00010,large-matrices,DIMACS10,2481,19458087,19458087,58359528,Yes,0.0000001541,https://sparse.tamu.edu/DIMACS10/hugebubbles-00010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugebubbles-00010.png,SuiteSparse,
hugebubbles-00020,large-matrices,DIMACS10,2482,21198119,21198119,63580358,Yes,0.0000001415,https://sparse.tamu.edu/DIMACS10/hugebubbles-00020,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugebubbles-00020.png,SuiteSparse,
hugetrace-00000,large-matrices,DIMACS10,2483,4588484,4588484,13758266,Yes,0.0000006535,https://sparse.tamu.edu/DIMACS10/hugetrace-00000,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugetrace-00000.png,SuiteSparse,
hugetrace-00010,large-matrices,DIMACS10,2484,12057441,12057441,36164358,Yes,0.0000002488,https://sparse.tamu.edu/DIMACS10/hugetrace-00010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugetrace-00010.png,SuiteSparse,
hugetrace-00020,large-matrices,DIMACS10,2485,16002413,16002413,47997626,Yes,0.0000001874,https://sparse.tamu.edu/DIMACS10/hugetrace-00020,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugetrace-00020.png,SuiteSparse,
hugetric-00000,large-matrices,DIMACS10,2486,5824554,5824554,17467046,Yes,0.0000005149,https://sparse.tamu.edu/DIMACS10/hugetric-00000,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugetric-00000.png,SuiteSparse,
hugetric-00010,large-matrices,DIMACS10,2487,6592765,6592765,19771708,Yes,0.0000004549,https://sparse.tamu.edu/DIMACS10/hugetric-00010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugetric-00010.png,SuiteSparse,
hugetric-00020,large-matrices,DIMACS10,2488,7122792,7122792,21361554,Yes,0.0000004210,https://sparse.tamu.edu/DIMACS10/hugetric-00020,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/hugetric-00020.png,SuiteSparse,
kron_g500-logn16,large-matrices,DIMACS10,2489,65536,65536,4912469,Yes,0.0011437733,https://sparse.tamu.edu/DIMACS10/kron_g500-logn16,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/kron_g500-logn16.png,SuiteSparse,
kron_g500-logn17,large-matrices,DIMACS10,2490,131072,131072,10228360,Yes,0.0005953689,https://sparse.tamu.edu/DIMACS10/kron_g500-logn17,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/kron_g500-logn17.png,SuiteSparse,
kron_g500-logn18,large-matrices,DIMACS10,2491,262144,262144,21165908,Yes,0.0003080045,https://sparse.tamu.edu/DIMACS10/kron_g500-logn18,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/kron_g500-logn18.png,SuiteSparse,
kron_g500-logn19,large-matrices,DIMACS10,2492,524288,524288,43562265,Yes,0.0001584786,https://sparse.tamu.edu/DIMACS10/kron_g500-logn19,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/kron_g500-logn19.png,SuiteSparse,
kron_g500-logn20,large-matrices,DIMACS10,2493,1048576,1048576,89239674,Yes,0.0000811630,https://sparse.tamu.edu/DIMACS10/kron_g500-logn20,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/kron_g500-logn20.png,SuiteSparse,
adaptive,large-matrices,DIMACS10,2495,6815744,6815744,27248640,Yes,0.0000005866,https://sparse.tamu.edu/DIMACS10/adaptive,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/adaptive.png,SuiteSparse,
channel-500x100x100-b050,large-matrices,DIMACS10,2496,4802000,4802000,85362744,Yes,0.0000037019,https://sparse.tamu.edu/DIMACS10/channel-500x100x100-b050,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/channel-500x100x100-b050.png,SuiteSparse,
packing-500x100x100-b050,large-matrices,DIMACS10,2497,2145852,2145852,34976486,Yes,0.0000075959,https://sparse.tamu.edu/DIMACS10/packing-500x100x100-b050,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/packing-500x100x100-b050.png,SuiteSparse,
venturiLevel3,large-matrices,DIMACS10,2498,4026819,4026819,16108474,Yes,0.0000009934,https://sparse.tamu.edu/DIMACS10/venturiLevel3,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/venturiLevel3.png,SuiteSparse,
rgg_n_2_17_s0,large-matrices,DIMACS10,2501,131072,131072,1457506,Yes,0.0000848380,https://sparse.tamu.edu/DIMACS10/rgg_n_2_17_s0,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/rgg_n_2_17_s0.png,SuiteSparse,
rgg_n_2_18_s0,large-matrices,DIMACS10,2502,262144,262144,3094566,Yes,0.0000450319,https://sparse.tamu.edu/DIMACS10/rgg_n_2_18_s0,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/rgg_n_2_18_s0.png,SuiteSparse,
rgg_n_2_19_s0,large-matrices,DIMACS10,2503,524288,524288,6539532,Yes,0.0000237907,https://sparse.tamu.edu/DIMACS10/rgg_n_2_19_s0,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/rgg_n_2_19_s0.png,SuiteSparse,
rgg_n_2_20_s0,large-matrices,DIMACS10,2504,1048576,1048576,13783240,Yes,0.0000125358,https://sparse.tamu.edu/DIMACS10/rgg_n_2_20_s0,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/rgg_n_2_20_s0.png,SuiteSparse,
rgg_n_2_21_s0,large-matrices,DIMACS10,2505,2097152,2097152,28975990,Yes,0.0000065884,https://sparse.tamu.edu/DIMACS10/rgg_n_2_21_s0,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/rgg_n_2_21_s0.png,SuiteSparse,
rgg_n_2_22_s0,large-matrices,DIMACS10,2506,4194304,4194304,60718396,Yes,0.0000034514,https://sparse.tamu.edu/DIMACS10/rgg_n_2_22_s0,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/rgg_n_2_22_s0.png,SuiteSparse,
asia_osm,large-matrices,DIMACS10,2509,11950757,11950757,25423206,Yes,0.0000001780,https://sparse.tamu.edu/DIMACS10/asia_osm,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/asia_osm.png,SuiteSparse,
belgium_osm,large-matrices,DIMACS10,2510,1441295,1441295,3099940,Yes,0.0000014923,https://sparse.tamu.edu/DIMACS10/belgium_osm,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/belgium_osm.png,SuiteSparse,
germany_osm,large-matrices,DIMACS10,2512,11548845,11548845,24738362,Yes,0.0000001855,https://sparse.tamu.edu/DIMACS10/germany_osm,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/germany_osm.png,SuiteSparse,
great-britain_osm,large-matrices,DIMACS10,2513,7733822,7733822,16313034,Yes,0.0000002727,https://sparse.tamu.edu/DIMACS10/great-britain_osm,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/great-britain_osm.png,SuiteSparse,
italy_osm,large-matrices,DIMACS10,2514,6686493,6686493,14027956,Yes,0.0000003138,https://sparse.tamu.edu/DIMACS10/italy_osm,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/italy_osm.png,SuiteSparse,
netherlands_osm,large-matrices,DIMACS10,2516,2216688,2216688,4882476,Yes,0.0000009936,https://sparse.tamu.edu/DIMACS10/netherlands_osm,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/netherlands_osm.png,SuiteSparse,
144,large-matrices,DIMACS10,2517,144649,144649,2148786,Yes,0.0001026981,https://sparse.tamu.edu/DIMACS10/144,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/144.png,SuiteSparse,
598a,large-matrices,DIMACS10,2518,110971,110971,1483868,Yes,0.0001204970,https://sparse.tamu.edu/DIMACS10/598a,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/598a.png,SuiteSparse,
auto,large-matrices,DIMACS10,2519,448695,448695,6629222,Yes,0.0000329276,https://sparse.tamu.edu/DIMACS10/auto,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/auto.png,SuiteSparse,
fe_rotor,large-matrices,DIMACS10,2526,99617,99617,1324862,Yes,0.0001335069,https://sparse.tamu.edu/DIMACS10/fe_rotor,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/fe_rotor.png,SuiteSparse,
m14b,large-matrices,DIMACS10,2529,214765,214765,3358036,Yes,0.0000728045,https://sparse.tamu.edu/DIMACS10/m14b,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/m14b.png,SuiteSparse,
TSC_OPF_1047,large-matrices,IPSO,2539,8140,8140,2012833,Yes,0.0303779830,https://sparse.tamu.edu/IPSO/TSC_OPF_1047,https://suitesparse-collection-website.herokuapp.com/files/IPSO/TSC_OPF_1047.png,SuiteSparse,
Serena,large-matrices,Janna,2541,1391349,1391349,64131971,Yes,0.0000331285,https://sparse.tamu.edu/Janna/Serena,https://suitesparse-collection-website.herokuapp.com/files/Janna/Serena.png,SuiteSparse,
Emilia_923,large-matrices,Janna,2542,923136,923136,40373538,Yes,0.0000473768,https://sparse.tamu.edu/Janna/Emilia_923,https://suitesparse-collection-website.herokuapp.com/files/Janna/Emilia_923.png,SuiteSparse,
Fault_639,large-matrices,Janna,2543,638802,638802,27245944,Yes,0.0000667681,https://sparse.tamu.edu/Janna/Fault_639,https://suitesparse-collection-website.herokuapp.com/files/Janna/Fault_639.png,SuiteSparse,
Geo_1438,large-matrices,Janna,2545,1437960,1437960,60236322,Yes,0.0000291316,https://sparse.tamu.edu/Janna/Geo_1438,https://suitesparse-collection-website.herokuapp.com/files/Janna/Geo_1438.png,SuiteSparse,
Hook_1498,large-matrices,Janna,2546,1498023,1498023,59374451,Yes,0.0000264583,https://sparse.tamu.edu/Janna/Hook_1498,https://suitesparse-collection-website.herokuapp.com/files/Janna/Hook_1498.png,SuiteSparse,
StocF-1465,large-matrices,Janna,2547,1465137,1465137,21005389,Yes,0.0000097853,https://sparse.tamu.edu/Janna/StocF-1465,https://suitesparse-collection-website.herokuapp.com/files/Janna/StocF-1465.png,SuiteSparse,
Long_Coup_dt0,large-matrices,Janna,2550,1470152,1470152,84422970,Yes,0.0000390604,https://sparse.tamu.edu/Janna/Long_Coup_dt0,https://suitesparse-collection-website.herokuapp.com/files/Janna/Long_Coup_dt0.png,SuiteSparse,
Long_Coup_dt6,large-matrices,Janna,2551,1470152,1470152,84422970,Yes,0.0000390604,https://sparse.tamu.edu/Janna/Long_Coup_dt6,https://suitesparse-collection-website.herokuapp.com/files/Janna/Long_Coup_dt6.png,SuiteSparse,
Chevron3,large-matrices,Chevron,2557,381381,381381,3413113,No,0.0000234656,https://sparse.tamu.edu/Chevron/Chevron3,https://suitesparse-collection-website.herokuapp.com/files/Chevron/Chevron3.png,SuiteSparse,
Chevron4,large-matrices,Chevron,2558,711450,711450,6376412,No,0.0000125976,https://sparse.tamu.edu/Chevron/Chevron4,https://suitesparse-collection-website.herokuapp.com/files/Chevron/Chevron4.png,SuiteSparse,
CurlCurl_1,large-matrices,Bodendiek,2570,226451,226451,2472071,Yes,0.0000482073,https://sparse.tamu.edu/Bodendiek/CurlCurl_1,https://suitesparse-collection-website.herokuapp.com/files/Bodendiek/CurlCurl_1.png,SuiteSparse,
CurlCurl_2,large-matrices,Bodendiek,2571,806529,806529,8921789,Yes,0.0000137155,https://sparse.tamu.edu/Bodendiek/CurlCurl_2,https://suitesparse-collection-website.herokuapp.com/files/Bodendiek/CurlCurl_2.png,SuiteSparse,
CurlCurl_3,large-matrices,Bodendiek,2572,1219574,1219574,13544618,Yes,0.0000091065,https://sparse.tamu.edu/Bodendiek/CurlCurl_3,https://suitesparse-collection-website.herokuapp.com/files/Bodendiek/CurlCurl_3.png,SuiteSparse,
CurlCurl_4,large-matrices,Bodendiek,2573,2380515,2380515,26515867,Yes,0.0000046791,https://sparse.tamu.edu/Bodendiek/CurlCurl_4,https://suitesparse-collection-website.herokuapp.com/files/Bodendiek/CurlCurl_4.png,SuiteSparse,
G_n_pin_pout,large-matrices,DIMACS10,2574,100000,100000,1002396,Yes,0.0001002396,https://sparse.tamu.edu/DIMACS10/G_n_pin_pout,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/G_n_pin_pout.png,SuiteSparse,
333SP,large-matrices,DIMACS10,2577,3712815,3712815,22217266,Yes,0.0000016117,https://sparse.tamu.edu/DIMACS10/333SP,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/333SP.png,SuiteSparse,
AS365,large-matrices,DIMACS10,2578,3799275,3799275,22736152,Yes,0.0000015751,https://sparse.tamu.edu/DIMACS10/AS365,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/AS365.png,SuiteSparse,
M6,large-matrices,DIMACS10,2579,3501776,3501776,21003872,Yes,0.0000017129,https://sparse.tamu.edu/DIMACS10/M6,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/M6.png,SuiteSparse,
NACA0015,large-matrices,DIMACS10,2580,1039183,1039183,6229636,Yes,0.0000057687,https://sparse.tamu.edu/DIMACS10/NACA0015,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/NACA0015.png,SuiteSparse,
NLR,large-matrices,DIMACS10,2581,4163763,4163763,24975952,Yes,0.0000014406,https://sparse.tamu.edu/DIMACS10/NLR,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/NLR.png,SuiteSparse,
al2010,large-matrices,DIMACS10,2583,252266,252266,1230482,Yes,0.0000193356,https://sparse.tamu.edu/DIMACS10/al2010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/al2010.png,SuiteSparse,
az2010,large-matrices,DIMACS10,2585,241666,241666,1196094,Yes,0.0000204802,https://sparse.tamu.edu/DIMACS10/az2010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/az2010.png,SuiteSparse,
ca2010,large-matrices,DIMACS10,2586,710145,710145,3489366,Yes,0.0000069191,https://sparse.tamu.edu/DIMACS10/ca2010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/ca2010.png,SuiteSparse,
fl2010,large-matrices,DIMACS10,2590,484481,484481,2346294,Yes,0.0000099961,https://sparse.tamu.edu/DIMACS10/fl2010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/fl2010.png,SuiteSparse,
ga2010,large-matrices,DIMACS10,2591,291086,291086,1418056,Yes,0.0000167360,https://sparse.tamu.edu/DIMACS10/ga2010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/ga2010.png,SuiteSparse,
ia2010,large-matrices,DIMACS10,2593,216007,216007,1021170,Yes,0.0000218858,https://sparse.tamu.edu/DIMACS10/ia2010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/ia2010.png,SuiteSparse,
il2010,large-matrices,DIMACS10,2595,451554,451554,2164464,Yes,0.0000106153,https://sparse.tamu.edu/DIMACS10/il2010,https://suitesparse-collection-website.herokuapp.com/files/DIMACS10/il2010.png,SuiteSparse,
